CnBio_ID,CnSmryAct_1_Ttal_nmbr_f_Actins,CnSmryGft_1_Total_Gift_amount
"20152906","1","$90.00"
"20152907","0","$90.00"
"20152909","3","$180.00"
"20152911","1","$215.00"
"20152912","0","$90.00"
"20152913","1","$90.00"
"20152914","1","$560.00"
"20152915","0","$90.00"
"20152917","1","$0.00"
"20152918","0","$0.00"
"20152920","1","$0.00"
"20152921","0","$60.00"
"20152922","0","$90.00"
"20152925","0","$50.00"
"20152926","1","$270.00"
"20152927","0","$60.00"
"20152928","2","$60.00"
"20152929","0","$60.00"
"20152930","0","$60.00"
"20152931","0","$60.00"
"20152932","0","$60.00"
"20152933","0","$60.00"
"20152934","0","$60.00"
"20152935","0","$60.00"
"20152936","2","$355.00"
"20152937","0","$75.00"
"20152938","1","$145.00"
"20152939","0","$75.00"
"20152940","0","$75.00"
"20152941","0","$90.00"
"20152942","0","$90.00"
"20152943","0","$90.00"
"20152944","0","$90.00"
"20152945","0","$90.00"
"20152946","0","$90.00"
"20152947","0","$90.00"
"20152948","5","$90.00"
"20152949","8","$150.00"
"20152950","0","$90.00"
"20152951","0","$90.00"
"20152953","1","$125.00"
"20152954","0","$60.00"
"20152955","2","$90.00"
"20152956","1","$90.00"
"20152957","0","$50.00"
"20152958","0","$50.00"
"20152962","0","$0.00"
"20152963","0","$60.00"
"20152964","0","$60.00"
"20152965","0","$60.00"
"20152966","0","$60.00"
"20152967","0","$60.00"
"20152968","0","$60.00"
"20152969","2","$75.00"
"20152970","0","$75.00"
"20152971","0","$75.00"
"20152972","0","$75.00"
"20152973","0","$75.00"
"20152974","0","$165.00"
"20152975","0","$75.00"
"20152976","0","$75.00"
"20152977","0","$60.00"
"20152978","0","$60.00"
"20152979","1","$60.00"
"20152980","1","$170.00"
"20152981","0","$60.00"
"20152982","0","$60.00"
"20152983","0","$60.00"
"20152984","0","$60.00"
"20152985","0","$60.00"
"20152986","0","$60.00"
"20152987","0","$60.00"
"20152988","0","$60.00"
"20152989","0","$60.00"
"20152990","0","$60.00"
"20152991","0","$60.00"
"20152992","0","$60.00"
"20152993","0","$60.00"
"20152994","0","$60.00"
"20152995","0","$60.00"
"20152996","0","$60.00"
"20152997","1","$60.00"
"20152998","0","$60.00"
"20152999","0","$60.00"
"20153000","0","$60.00"
"20153001","0","$60.00"
"20153002","0","$60.00"
"20153003","0","$60.00"
"20153004","0","$60.00"
"20153006","0","$60.00"
"20153007","0","$60.00"
"20153008","0","$60.00"
"20153009","1","$60.00"
"20153010","0","$60.00"
"20153011","0","$60.00"
"20153012","0","$60.00"
"20153013","1","$60.00"
"20153014","0","$60.00"
"20153015","0","$60.00"
"20153016","0","$60.00"
"20153017","0","$60.00"
"20153018","0","$60.00"
"20153019","0","$60.00"
"20153020","0","$60.00"
"20153021","1","$130.00"
"20153022","1","$60.00"
"20153024","0","$60.00"
"20153025","0","$60.00"
"20153026","1","$90.00"
"20153027","2","$240.00"
"20153028","0","$90.00"
"20153029","0","$90.00"
"20153030","0","$90.00"
"20153031","3","$90.00"
"20153032","0","$90.00"
"20153033","0","$90.00"
"20153034","3","$90.00"
"20153035","0","$90.00"
"20153036","0","$90.00"
"20153037","1","$90.00"
"20153038","7","$430.00"
"20153039","0","$90.00"
"20153040","1","$90.00"
"20153041","0","$90.00"
"20153042","2","$90.00"
"20153043","1","$90.00"
"20153044","0","$90.00"
"20153045","1","$90.00"
"20153046","5","$535.00"
"20153047","1","$90.00"
"20153049","0","$90.00"
"20153050","1","$90.00"
"20153051","0","$90.00"
"20153052","0","$90.00"
"20153053","0","$90.00"
"20153054","2","$90.00"
"20153055","1","$90.00"
"20153056","0","$90.00"
"20153057","0","$90.00"
"20153058","0","$90.00"
"20153059","0","$90.00"
"20153060","0","$90.00"
"20153061","7","$200.00"
"20153062","3","$690.00"
"20153063","2","$180.00"
"20153066","0","$90.00"
"20153067","1","$90.00"
"20153068","11","$425.00"
"20153069","0","$90.00"
"20153070","1","$90.00"
"20153071","0","$90.00"
"20153075","2","$60.00"
"20153076","0","$50.00"
"20153077","0","$175.00"
"20153078","2","$60.00"
"20153079","0","$60.00"
"20153080","0","$60.00"
"20153081","0","$60.00"
"20153082","0","$60.00"
"20153083","0","$60.00"
"20153084","0","$60.00"
"20153085","0","$60.00"
"20153086","0","$60.00"
"20153087","0","$75.00"
"20153088","2","$360.00"
"20153089","0","$90.00"
"20153090","0","$90.00"
"20153091","1","$90.00"
"20153092","0","$90.00"
"20153093","2","$90.00"
"20153094","1","$90.00"
"20153095","0","$180.00"
"20153096","0","$90.00"
"20153097","0","$90.00"
"20153098","0","$90.00"
"20153099","0","$90.00"
"20153100","1","$90.00"
"20153101","1","$60.00"
"20153102","0","$50.00"
"20153103","3","$90.00"
"20153104","4","$90.00"
"20153105","1","$60.00"
"20153106","2","$215.00"
"20153107","0","$75.00"
"20153110","0","$0.00"
"20153111","1","$60.00"
"20153112","0","$90.00"
"20153113","0","$75.00"
"20153114","0","$75.00"
"20153115","0","$60.00"
"20153116","1","$60.00"
"20153117","1","$75.00"
"20153118","0","$75.00"
"20153119","0","$75.00"
"20153120","0","$90.00"
"20153121","0","$60.00"
"20153122","0","$60.00"
"20153123","1","$215.00"
"20153124","1","$90.00"
"20153125","0","$60.00"
"20153126","0","$90.00"
"20153127","0","$60.00"
"20153128","0","$60.00"
"20153129","0","$90.00"
"20153130","0","$360.00"
"20153131","2","$60.00"
"20153133","0","$0.00"
"20153134","1","$0.00"
"20153135","0","$60.00"
"20153136","0","$60.00"
"20153137","1","$60.00"
"20153138","0","$60.00"
"20153139","2","$60.00"
"20153140","1","$60.00"
"20153141","1","$60.00"
"20153142","0","$75.00"
"20153143","0","$90.00"
"20153144","1","$90.00"
"20153145","0","$90.00"
"20153146","0","$90.00"
"20153147","0","$90.00"
"20153150","3","$270.00"
"20153151","0","$60.00"
"20153153","3","$355.00"
"20153156","1","$300.00"
"20153158","0","$790.00"
"20153159","0","$50.00"
"20153160","0","$50.00"
"20153161","0","$60.00"
"20153162","0","$60.00"
"20153163","0","$60.00"
"20153164","4","$60.00"
"20153165","1","$60.00"
"20153166","2","$150.00"
"20153167","0","$60.00"
"20153168","0","$60.00"
"20153169","0","$60.00"
"20153170","0","$60.00"
"20153171","3","$60.00"
"20153172","0","$60.00"
"20153173","1","$60.00"
"20153174","0","$60.00"
"20153175","1","$60.00"
"20153176","0","$60.00"
"20153177","1","$130.00"
"20153178","0","$60.00"
"20153179","0","$60.00"
"20153180","0","$60.00"
"20153181","0","$60.00"
"20153182","0","$60.00"
"20153183","0","$60.00"
"20153184","0","$320.00"
"20153185","3","$60.00"
"20153186","0","$60.00"
"20153188","0","$60.00"
"20153189","0","$60.00"
"20153190","1","$60.00"
"20153191","0","$60.00"
"20153192","0","$60.00"
"20153193","0","$60.00"
"20153197","2","$75.00"
"20153198","0","$75.00"
"20153199","1","$200.00"
"20153200","0","$75.00"
"20153201","0","$75.00"
"20153202","0","$75.00"
"20153203","0","$90.00"
"20153204","0","$90.00"
"20153205","3","$90.00"
"20153206","0","$90.00"
"20153207","0","$90.00"
"20153208","4","$90.00"
"20153209","0","$90.00"
"20153210","0","$90.00"
"20153211","1","$90.00"
"20153212","0","$90.00"
"20153213","0","$90.00"
"20153214","0","$90.00"
"20153215","1","$200.00"
"20153216","1","$90.00"
"20153217","0","$90.00"
"20153218","22","$565.00"
"20153219","0","$90.00"
"20153220","0","$90.00"
"20153221","0","$90.00"
"20153222","0","$90.00"
"20153223","0","$90.00"
"20153224","3","$270.00"
"20153225","1","$160.00"
"20153226","0","$90.00"
"20153227","2","$90.00"
"20153228","0","$0.00"
"20153230","0","$50.00"
"20153231","1","$0.00"
"20153232","0","$0.00"
"20153233","0","$0.00"
"20153235","0","$180.00"
"20153236","3","$190.00"
"20153237","0","$0.00"
"20153238","0","$60.00"
"20153239","0","$60.00"
"20153240","0","$60.00"
"20153241","0","$60.00"
"20153242","0","$60.00"
"20153243","1","$60.00"
"20153244","0","$60.00"
"20153245","0","$60.00"
"20153246","0","$60.00"
"20153247","0","$60.00"
"20153248","1","$75.00"
"20153249","0","$75.00"
"20153250","0","$75.00"
"20153251","1","$75.00"
"20153252","0","$90.00"
"20153253","8","$250.00"
"20153255","2","$90.00"
"20153256","0","$250.00"
"20153258","0","$60.00"
"20153259","0","$60.00"
"20153260","0","$60.00"
"20153261","4","$60.00"
"20153262","1","$60.00"
"20153263","0","$60.00"
"20153264","0","$60.00"
"20153265","0","$110.00"
"20153266","0","$60.00"
"20153267","0","$60.00"
"20153268","0","$60.00"
"20153269","0","$60.00"
"20153270","5","$330.00"
"20153271","0","$90.00"
"20153272","0","$60.00"
"20153273","0","$60.00"
"20153274","0","$75.00"
"20153275","0","$75.00"
"20153276","0","$90.00"
"20153277","2","$90.00"
"20153278","0","$90.00"
"20153279","3","$90.00"
"20153280","0","$90.00"
"20153281","1","$90.00"
"20153282","0","$90.00"
"20153283","2","$90.00"
"20153284","0","$90.00"
"20153285","4","$230.00"
"20153286","1","$50.00"
"20153287","0","$60.00"
"20153288","0","$60.00"
"20153289","0","$60.00"
"20153290","0","$60.00"
"20153291","0","$60.00"
"20153292","0","$60.00"
"20153293","0","$60.00"
"20153294","0","$60.00"
"20153295","0","$60.00"
"20153296","0","$75.00"
"20153297","0","$75.00"
"20153298","11","$355.00"
"20153299","0","$75.00"
"20153300","1","$145.00"
"20153301","1","$75.00"
"20153302","0","$90.00"
"20153303","1","$90.00"
"20153304","0","$0.00"
"20153305","0","$0.00"
"20153306","0","$60.00"
"20153307","5","$325.00"
"20153308","0","$60.00"
"20153309","0","$60.00"
"20153310","0","$60.00"
"20153311","0","$60.00"
"20153312","0","$150.00"
"20153313","0","$60.00"
"20153314","0","$60.00"
"20153315","2","$60.00"
"20153316","1","$60.00"
"20153317","0","$60.00"
"20153318","0","$60.00"
"20153319","0","$60.00"
"20153320","0","$60.00"
"20153321","0","$60.00"
"20153322","0","$60.00"
"20153323","0","$60.00"
"20153324","0","$60.00"
"20153325","0","$60.00"
"20153326","0","$60.00"
"20153327","0","$60.00"
"20153328","0","$360.00"
"20153329","0","$60.00"
"20153330","0","$60.00"
"20153331","0","$60.00"
"20153332","0","$60.00"
"20153333","0","$60.00"
"20153334","0","$60.00"
"20153335","0","$60.00"
"20153336","1","$75.00"
"20153337","0","$75.00"
"20153338","0","$75.00"
"20153339","0","$75.00"
"20153340","0","$75.00"
"20153341","0","$75.00"
"20153342","0","$165.00"
"20153343","2","$135.00"
"20153344","0","$75.00"
"20153345","0","$75.00"
"20153346","4","$90.00"
"20153347","0","$90.00"
"20153348","0","$90.00"
"20153349","0","$90.00"
"20153350","0","$90.00"
"20153351","1","$90.00"
"20153352","0","$90.00"
"20153353","0","$90.00"
"20153354","0","$90.00"
"20153355","1","$90.00"
"20153356","0","$90.00"
"20153357","0","$90.00"
"20153358","3","$90.00"
"20153359","0","$90.00"
"20153360","0","$90.00"
"20153361","3","$90.00"
"20153362","0","$90.00"
"20153363","0","$90.00"
"20153364","0","$90.00"
"20153365","0","$90.00"
"20153366","1","$125.00"
"20153367","0","$175.00"
"20153368","3","$250.00"
"20153370","0","$75.00"
"20153371","2","$90.00"
"20153372","2","$450.00"
"20153373","0","$0.00"
"20153374","0","$0.00"
"20153376","0","$0.00"
"20153379","0","$0.00"
"20153380","0","$60.00"
"20153381","1","$60.00"
"20153382","0","$90.00"
"20153383","0","$60.00"
"20153384","0","$75.00"
"20153385","0","$90.00"
"20153386","2","$60.00"
"20153387","0","$250.00"
"20153388","0","$60.00"
"20153389","0","$60.00"
"20153390","0","$60.00"
"20153391","1","$60.00"
"20153392","0","$270.00"
"20153393","0","$60.00"
"20153394","0","$60.00"
"20153395","0","$60.00"
"20153396","0","$60.00"
"20153397","0","$60.00"
"20153398","0","$60.00"
"20153399","0","$60.00"
"20153401","0","$60.00"
"20153402","4","$150.00"
"20153403","0","$75.00"
"20153404","0","$75.00"
"20153405","0","$75.00"
"20153406","0","$75.00"
"20153407","0","$145.00"
"20153408","0","$75.00"
"20153409","0","$90.00"
"20153410","11","$180.00"
"20153411","0","$90.00"
"20153416","1","$0.00"
"20153417","0","$0.00"
"20153418","2","$75.00"
"20153419","0","$90.00"
"20153420","1","$770.00"
"20153421","2","$60.00"
"20153422","0","$60.00"
"20153423","2","$180.00"
"20153424","0","$90.00"
"20153425","0","$60.00"
"20153426","0","$60.00"
"20153427","0","$60.00"
"20153428","0","$60.00"
"20153429","5","$90.00"
"20153430","1","$90.00"
"20153431","0","$60.00"
"20153432","0","$90.00"
"20153433","3","$90.00"
"20153434","0","$90.00"
"20153435","1","$60.00"
"20153436","1","$90.00"
"20153437","0","$60.00"
"20153438","1","$60.00"
"20153439","18","$305.00"
"20153440","0","$60.00"
"20153441","3","$90.00"
"20153443","0","$60.00"
"20153444","0","$75.00"
"20153445","0","$60.00"
"20153446","1","$60.00"
"20153447","0","$60.00"
"20153448","1","$60.00"
"20153449","0","$90.00"
"20153450","0","$75.00"
"20153451","2","$90.00"
"20153452","3","$60.00"
"20153453","0","$90.00"
"20153454","0","$90.00"
"20153455","0","$60.00"
"20153456","0","$60.00"
"20153457","1","$60.00"
"20153458","0","$90.00"
"20153459","0","$60.00"
"20153460","0","$60.00"
"20153461","0","$75.00"
"20153462","0","$60.00"
"20153463","0","$60.00"
"20153464","1","$60.00"
"20153465","0","$60.00"
"20153466","0","$90.00"
"20153469","0","$50.00"
"20153470","0","$60.00"
"20153471","1","$60.00"
"20153472","0","$60.00"
"20153473","0","$60.00"
"20153474","0","$60.00"
"20153475","3","$60.00"
"20153477","3","$60.00"
"20153478","0","$60.00"
"20153479","0","$90.00"
"20153480","0","$90.00"
"20153481","2","$180.00"
"20153482","0","$90.00"
"20153483","0","$90.00"
"20153484","0","$90.00"
"20153485","0","$90.00"
"20153486","0","$125.00"
"20153487","3","$125.00"
"20153488","6","$125.00"
"20153489","1","$50.00"
"20153490","0","$175.00"
"20153491","0","$60.00"
"20153492","1","$130.00"
"20153493","0","$60.00"
"20153494","0","$60.00"
"20153495","0","$60.00"
"20153496","0","$60.00"
"20153497","0","$60.00"
"20153498","0","$60.00"
"20153499","0","$60.00"
"20153500","0","$60.00"
"20153501","0","$60.00"
"20153502","0","$60.00"
"20153503","0","$60.00"
"20153504","0","$60.00"
"20153505","0","$60.00"
"20153506","1","$60.00"
"20153507","0","$60.00"
"20153508","0","$60.00"
"20153509","0","$60.00"
"20153510","0","$60.00"
"20153511","0","$60.00"
"20153512","0","$60.00"
"20153513","1","$60.00"
"20153514","0","$60.00"
"20153515","0","$60.00"
"20153516","1","$60.00"
"20153517","1","$240.00"
"20153518","0","$60.00"
"20153519","1","$130.00"
"20153520","0","$60.00"
"20153521","2","$340.00"
"20153522","0","$60.00"
"20153523","0","$60.00"
"20153524","0","$60.00"
"20153525","0","$60.00"
"20153526","0","$60.00"
"20153527","0","$60.00"
"20153528","0","$60.00"
"20153529","1","$60.00"
"20153530","0","$60.00"
"20153531","0","$60.00"
"20153532","1","$130.00"
"20153533","1","$60.00"
"20153534","0","$60.00"
"20153535","0","$60.00"
"20153536","0","$60.00"
"20153537","0","$60.00"
"20153538","1","$60.00"
"20153539","0","$60.00"
"20153540","0","$60.00"
"20153541","2","$60.00"
"20153542","0","$60.00"
"20153543","0","$60.00"
"20153544","0","$60.00"
"20153545","0","$75.00"
"20153546","20","$215.00"
"20153547","0","$75.00"
"20153548","0","$75.00"
"20153549","1","$75.00"
"20153550","3","$325.00"
"20153551","0","$75.00"
"20153552","3","$90.00"
"20153553","0","$90.00"
"20153554","0","$90.00"
"20153555","2","$90.00"
"20153556","0","$90.00"
"20153557","0","$90.00"
"20153558","0","$90.00"
"20153559","1","$300.00"
"20153560","0","$90.00"
"20153561","0","$90.00"
"20153562","0","$90.00"
"20153563","0","$90.00"
"20153564","0","$90.00"
"20153565","0","$90.00"
"20153566","1","$90.00"
"20153567","0","$90.00"
"20153569","1","$90.00"
"20153571","0","$90.00"
"20153573","0","$90.00"
"20153574","1","$0.00"
"20153575","0","$90.00"
"20153576","0","$90.00"
"20153577","1","$90.00"
"20153579","0","$90.00"
"20153580","0","$90.00"
"20153581","1","$90.00"
"20153582","2","$90.00"
"20153583","0","$90.00"
"20153584","1","$90.00"
"20153585","0","$90.00"
"20153586","1","$90.00"
"20153587","0","$90.00"
"20153588","0","$90.00"
"20153589","0","$90.00"
"20153591","0","$90.00"
"20153592","1","$90.00"
"20153593","0","$90.00"
"20153594","2","$125.00"
"20153595","0","$75.00"
"20153596","0","$175.00"
"20153598","0","$0.00"
"20153599","0","$0.00"
"20153600","0","$0.00"
"20153603","0","$290.00"
"20153604","0","$90.00"
"20153605","0","$90.00"
"20153606","0","$60.00"
"20153607","0","$60.00"
"20153608","0","$60.00"
"20153609","0","$60.00"
"20153610","0","$60.00"
"20153611","0","$60.00"
"20153612","2","$60.00"
"20153613","0","$60.00"
"20153614","0","$60.00"
"20153615","0","$60.00"
"20153616","0","$60.00"
"20153617","0","$75.00"
"20153618","2","$75.00"
"20153619","0","$90.00"
"20153620","0","$90.00"
"20153621","0","$90.00"
"20153622","0","$90.00"
"20153623","3","$90.00"
"20153624","0","$90.00"
"20153625","0","$70.00"
"20153626","1","$90.00"
"20153627","2","$75.00"
"20153628","1","$270.00"
"20153629","0","$90.00"
"20153630","0","$90.00"
"20153631","0","$75.00"
"20153632","0","$60.00"
"20153633","0","$75.00"
"20153634","3","$60.00"
"20153635","0","$75.00"
"20153636","0","$60.00"
"20153637","0","$60.00"
"20153638","1","$60.00"
"20153639","1","$90.00"
"20153640","0","$75.00"
"20153641","1","$75.00"
"20153642","0","$75.00"
"20153643","0","$180.00"
"20153644","0","$60.00"
"20153645","0","$60.00"
"20153646","0","$90.00"
"20153647","0","$60.00"
"20153648","0","$60.00"
"20153649","1","$90.00"
"20153650","0","$60.00"
"20153651","0","$90.00"
"20153653","0","$0.00"
"20153654","2","$300.00"
"20153655","0","$60.00"
"20153656","0","$60.00"
"20153657","2","$60.00"
"20153658","0","$60.00"
"20153659","0","$60.00"
"20153660","0","$60.00"
"20153661","0","$60.00"
"20153662","0","$60.00"
"20153663","0","$60.00"
"20153665","2","$60.00"
"20153666","0","$60.00"
"20153667","3","$145.00"
"20153668","0","$75.00"
"20153669","0","$75.00"
"20153670","3","$415.00"
"20153671","1","$90.00"
"20153672","0","$90.00"
"20153673","1","$180.00"
"20153675","0","$60.00"
"20153676","0","$90.00"
"20153681","0","$60.00"
"20153682","0","$60.00"
"20153683","0","$60.00"
"20153684","0","$60.00"
"20153685","0","$60.00"
"20153686","0","$60.00"
"20153687","0","$60.00"
"20153688","1","$60.00"
"20153690","0","$60.00"
"20153691","0","$60.00"
"20153692","0","$60.00"
"20153693","28","$485.00"
"20153694","0","$575.00"
"20153695","0","$75.00"
"20153696","0","$90.00"
"20153697","0","$90.00"
"20153698","1","$90.00"
"20153699","0","$90.00"
"20153700","0","$90.00"
"20153701","3","$200.00"
"20153702","0","$90.00"
"20153703","0","$90.00"
"20153704","0","$60.00"
"20153708","0","$0.00"
"20153709","5","$60.00"
"20153711","0","$60.00"
"20153712","0","$60.00"
"20153713","0","$60.00"
"20153714","0","$60.00"
"20153715","0","$60.00"
"20153716","0","$60.00"
"20153717","0","$60.00"
"20153718","0","$60.00"
"20153719","0","$60.00"
"20153720","0","$60.00"
"20153722","0","$60.00"
"20153723","1","$130.00"
"20153724","1","$60.00"
"20153725","0","$60.00"
"20153726","0","$60.00"
"20153727","1","$560.00"
"20153728","1","$60.00"
"20153729","0","$60.00"
"20153730","0","$60.00"
"20153731","0","$60.00"
"20153732","0","$60.00"
"20153733","0","$60.00"
"20153734","0","$60.00"
"20153735","0","$60.00"
"20153736","0","$60.00"
"20153737","0","$60.00"
"20153738","0","$60.00"
"20153739","2","$60.00"
"20153740","0","$60.00"
"20153741","0","$60.00"
"20153742","0","$60.00"
"20153743","3","$60.00"
"20153744","2","$60.00"
"20153745","0","$60.00"
"20153746","0","$60.00"
"20153747","0","$60.00"
"20153749","0","$60.00"
"20153751","1","$60.00"
"20153752","0","$220.00"
"20153753","0","$60.00"
"20153754","0","$60.00"
"20153756","0","$60.00"
"20153757","0","$60.00"
"20153758","0","$145.00"
"20153759","0","$75.00"
"20153760","1","$75.00"
"20153761","0","$75.00"
"20153762","0","$125.00"
"20153763","0","$75.00"
"20153764","0","$75.00"
"20153765","1","$75.00"
"20153766","0","$225.00"
"20153768","1","$215.00"
"20153769","0","$90.00"
"20153770","0","$90.00"
"20153772","0","$90.00"
"20153773","5","$90.00"
"20153774","1","$90.00"
"20153775","0","$200.00"
"20153776","1","$90.00"
"20153777","0","$90.00"
"20153778","1","$90.00"
"20153779","0","$90.00"
"20153780","0","$90.00"
"20153781","1","$90.00"
"20153782","0","$90.00"
"20153783","0","$90.00"
"20153784","2","$160.00"
"20153785","0","$90.00"
"20153786","0","$90.00"
"20153787","0","$90.00"
"20153788","0","$90.00"
"20153789","0","$180.00"
"20153791","1","$90.00"
"20153792","0","$290.00"
"20153793","0","$90.00"
"20153794","0","$90.00"
"20153795","3","$300.00"
"20153796","0","$90.00"
"20153797","0","$90.00"
"20153798","0","$90.00"
"20153799","0","$90.00"
"20153800","5","$90.00"
"20153801","0","$90.00"
"20153802","0","$90.00"
"20153803","0","$90.00"
"20153804","0","$90.00"
"20153805","0","$90.00"
"20153806","0","$90.00"
"20153808","0","$90.00"
"20153809","0","$90.00"
"20153810","27","$180.00"
"20153811","7","$450.00"
"20153812","0","$90.00"
"20153813","3","$90.00"
"20153814","1","$90.00"
"20153815","0","$320.00"
"20153816","0","$90.00"
"20153819","0","$0.00"
"20153820","0","$0.00"
"20153824","2","$645.00"
"20153825","0","$60.00"
"20153826","1","$75.00"
"20153827","0","$75.00"
"20153828","2","$50.00"
"20153829","0","$60.00"
"20153830","0","$90.00"
"20153831","0","$90.00"
"20153832","0","$60.00"
"20153833","0","$60.00"
"20153834","0","$75.00"
"20153835","0","$75.00"
"20153836","0","$60.00"
"20153837","0","$90.00"
"20153838","0","$60.00"
"20153839","0","$90.00"
"20153840","0","$125.00"
"20153841","1","$60.00"
"20153842","0","$75.00"
"20153843","1","$60.00"
"20153844","3","$90.00"
"20153845","1","$90.00"
"20153846","0","$90.00"
"20153847","1","$60.00"
"20153848","1","$0.00"
"20153850","0","$0.00"
"20153852","1","$0.00"
"20153853","0","$60.00"
"20153854","3","$340.00"
"20153855","0","$305.00"
"20153856","1","$60.00"
"20153858","1","$60.00"
"20153859","0","$75.00"
"20153860","1","$75.00"
"20153861","1","$90.00"
"20153863","0","$90.00"
"20153864","0","$90.00"
"20153865","0","$90.00"
"20153866","0","$90.00"
"20153867","0","$180.00"
"20153868","0","$125.00"
"20153870","2","$60.00"
"20153872","1","$60.00"
"20153873","0","$60.00"
"20153874","0","$60.00"
"20153875","0","$60.00"
"20153876","0","$75.00"
"20153877","0","$75.00"
"20153878","0","$75.00"
"20153879","0","$75.00"
"20153880","0","$90.00"
"20153882","2","$125.00"
"20153885","3","$250.00"
"20153886","0","$180.00"
"20153887","0","$60.00"
"20153888","0","$60.00"
"20153889","3","$130.00"
"20153890","0","$60.00"
"20153891","0","$60.00"
"20153892","0","$60.00"
"20153893","0","$60.00"
"20153894","0","$90.00"
"20153895","0","$60.00"
"20153896","0","$60.00"
"20153897","7","$150.00"
"20153898","0","$90.00"
"20153899","1","$125.00"
"20153900","0","$60.00"
"20153901","0","$90.00"
"20153902","0","$60.00"
"20153903","0","$0.00"
"20153907","1","$210.00"
"20153908","0","$60.00"
"20153909","1","$150.00"
"20153910","0","$60.00"
"20153911","0","$60.00"
"20153912","0","$60.00"
"20153913","0","$60.00"
"20153914","1","$130.00"
"20153915","0","$60.00"
"20153916","0","$60.00"
"20153917","0","$60.00"
"20153918","0","$60.00"
"20153919","0","$60.00"
"20153920","1","$310.00"
"20153921","0","$60.00"
"20153922","0","$60.00"
"20153923","0","$60.00"
"20153924","4","$330.00"
"20153925","0","$60.00"
"20153926","0","$60.00"
"20153927","0","$60.00"
"20153928","0","$60.00"
"20153929","0","$60.00"
"20153930","0","$60.00"
"20153931","0","$60.00"
"20153932","0","$60.00"
"20153933","1","$200.00"
"20153934","0","$60.00"
"20153935","0","$60.00"
"20153936","1","$60.00"
"20153937","0","$60.00"
"20153938","1","$60.00"
"20153939","0","$60.00"
"20153940","0","$60.00"
"20153941","2","$130.00"
"20153942","2","$310.00"
"20153943","0","$60.00"
"20153944","0","$60.00"
"20153945","1","$120.00"
"20153946","0","$60.00"
"20153947","0","$60.00"
"20153948","0","$60.00"
"20153949","0","$60.00"
"20153950","0","$60.00"
"20153951","0","$60.00"
"20153959","0","$60.00"
"20153960","2","$90.00"
"20153961","0","$75.00"
"20153962","0","$75.00"
"20153963","0","$75.00"
"20153964","0","$75.00"
"20153965","0","$75.00"
"20153966","0","$75.00"
"20153967","1","$75.00"
"20153968","0","$75.00"
"20153969","1","$215.00"
"20153970","0","$75.00"
"20153971","5","$215.00"
"20153972","0","$75.00"
"20153973","0","$75.00"
"20153974","0","$75.00"
"20153975","0","$75.00"
"20153976","0","$75.00"
"20153977","0","$75.00"
"20153978","0","$90.00"
"20153979","0","$90.00"
"20153980","0","$90.00"
"20153982","0","$90.00"
"20153983","2","$90.00"
"20153984","0","$180.00"
"20153985","0","$90.00"
"20153986","2","$90.00"
"20153987","0","$90.00"
"20153988","0","$90.00"
"20153989","0","$90.00"
"20153990","0","$90.00"
"20153991","10","$270.00"
"20153992","2","$330.00"
"20153994","6","$90.00"
"20153995","1","$90.00"
"20153996","0","$90.00"
"20153997","0","$460.00"
"20153998","1","$90.00"
"20153999","0","$90.00"
"20154000","1","$90.00"
"20154001","0","$90.00"
"20154002","0","$90.00"
"20154003","0","$90.00"
"20154004","0","$180.00"
"20154005","2","$90.00"
"20154006","0","$90.00"
"20154007","0","$90.00"
"20154008","0","$90.00"
"20154009","1","$90.00"
"20154010","0","$90.00"
"20154011","3","$90.00"
"20154012","1","$90.00"
"20154013","1","$90.00"
"20154014","0","$90.00"
"20154015","0","$90.00"
"20154017","0","$90.00"
"20154018","0","$90.00"
"20154019","1","$200.00"
"20154020","2","$90.00"
"20154021","1","$90.00"
"20154022","0","$180.00"
"20154023","0","$90.00"
"20154027","0","$340.00"
"20154028","0","$0.00"
"20154031","0","$125.00"
"20154032","0","$0.00"
"20154033","22","$375.00"
"20154034","1","$60.00"
"20154035","2","$0.00"
"20154036","0","$90.00"
"20154037","0","$75.00"
"20154038","0","$0.00"
"20154039","0","$0.00"
"20154040","6","$90.00"
"20154041","1","$90.00"
"20154043","0","$60.00"
"20154044","1","$60.00"
"20154045","2","$0.00"
"20154046","0","$0.00"
"20154047","0","$450.00"
"20154050","4","$1,250.00"
"20154051","0","$0.00"
"20154056","4","$2,250.00"
"20154058","0","$0.00"
"20154060","0","$60.00"
"20154061","0","$60.00"
"20154062","0","$60.00"
"20154063","1","$330.00"
"20154064","0","$60.00"
"20154065","1","$60.00"
"20154066","0","$60.00"
"20154067","0","$60.00"
"20154068","0","$60.00"
"20154069","0","$60.00"
"20154070","0","$60.00"
"20154071","0","$60.00"
"20154072","0","$60.00"
"20154073","0","$60.00"
"20154074","0","$60.00"
"20154075","0","$60.00"
"20154076","0","$60.00"
"20154077","0","$60.00"
"20154078","0","$60.00"
"20154079","0","$60.00"
"20154080","0","$60.00"
"20154081","0","$60.00"
"20154082","0","$60.00"
"20154083","0","$75.00"
"20154084","0","$75.00"
"20154085","0","$75.00"
"20154086","0","$75.00"
"20154087","0","$75.00"
"20154088","0","$90.00"
"20154089","1","$90.00"
"20154090","18","$790.00"
"20154092","2","$200.00"
"20154093","0","$90.00"
"20154094","1","$90.00"
"20154095","3","$90.00"
