CnBio_ID,CnSmryAct_1_Ttal_nmbr_f_Actins,CnSmryGft_1_Total_Gift_amount
"2009164","0","$100.00"
"2009165","0","$50.00"
"2009166","0","$150.00"
"2009167","0","$100.00"
"2009168","3","$1,000.00"
"2009169","0","$50.00"
"2009170","0","$100.00"
"2009171","0","$100.00"
"2009172","0","$100.00"
"2009173","0","$100.00"
"2009174","0","$100.00"
"2009175","0","$50.00"
"2009176","0","$100.00"
"2009179","0","$100.00"
"2009180","0","$35.00"
"2009181","0","$150.00"
"2009183","0","$100.00"
"2009184","0","$100.00"
"2009185","0","$100.00"
"2009186","0","$100.00"
"2009187","0","$240.00"
"2009188","0","$150.00"
"2009189","0","$150.00"
"2009190","0","$35.00"
"2009191","0","$35.00"
"2009192","0","$35.00"
"2009193","0","$35.00"
"2009194","0","$125.00"
"2009195","0","$50.00"
"2009196","0","$50.00"
"2009197","4","$600.00"
"2009198","0","$100.00"
"2009199","0","$150.00"
"2009200","0","$75.00"
"2009201","11","$615.00"
"2009202","0","$100.00"
"2009203","0","$100.00"
"2009204","0","$100.00"
"2009205","1","$175.00"
"2009206","0","$430.00"
"2009207","0","$165.00"
"2009208","0","$100.00"
"2009211","3","$705.00"
"2009216","0","$50.00"
"2009217","0","$50.00"
"2009218","0","$170.00"
"2009219","0","$100.00"
"2009220","0","$100.00"
"2009221","0","$75.00"
"2009222","0","$150.00"
"2009223","0","$75.00"
"2009224","0","$35.00"
"2009225","0","$110.00"
"2009228","0","$50.00"
"2009229","1","$135.00"
"2009231","0","$100.00"
"2009232","3","$335.00"
"2009233","0","$50.00"
"2009234","1","$85.00"
"2009235","0","$50.00"
"2009236","0","$100.00"
"2009237","0","$50.00"
"2009239","2","$345.00"
"2009241","0","$100.00"
"2009242","0","$400.00"
"2009243","0","$75.00"
"2009245","0","$75.00"
"2009246","0","$75.00"
"2009247","0","$135.00"
"2009248","0","$110.00"
"2009249","0","$50.00"
"2009250","0","$50.00"
"2009251","0","$50.00"
"2009252","0","$50.00"
"2009253","0","$110.00"
"2009254","4","$455.00"
"2009255","0","$50.00"
"2009256","0","$50.00"
"2009257","3","$325.00"
"2009258","0","$50.00"
"2009260","0","$50.00"
"2009261","0","$50.00"
"2009262","0","$50.00"
"2009263","0","$35.00"
"2009264","0","$165.00"
"2009265","0","$100.00"
"2009266","0","$75.00"
"2009267","0","$35.00"
"2009281","0","$75.00"
"2009282","0","$100.00"
"2009283","0","$50.00"
"2009284","0","$150.00"
"2009285","0","$75.00"
"2009286","0","$100.00"
"2009288","0","$50.00"
"2009289","0","$50.00"
"2009290","0","$500.00"
"2009291","0","$100.00"
"2009292","0","$50.00"
"2009293","0","$410.00"
"2009294","0","$110.00"
"2009295","0","$50.00"
"2009296","0","$50.00"
"2009297","0","$75.00"
"2009298","0","$75.00"
"2009299","0","$100.00"
"2009300","0","$75.00"
"2009301","0","$75.00"
"2009302","0","$100.00"
"2009303","8","$760.00"
"2009304","0","$100.00"
"2009305","4","$582.00"
"2009306","7","$625.00"
"2009308","0","$150.00"
"2009309","0","$100.00"
"2009310","0","$75.00"
"2009311","0","$35.00"
"2009312","0","$35.00"
"2009314","0","$50.00"
"2009315","0","$50.00"
"2009316","0","$1,100.00"
"2009318","0","$50.00"
"2009319","0","$75.00"
"2009320","0","$75.00"
"2009321","0","$75.00"
"2009323","0","$75.00"
"2009324","0","$75.00"
"2009325","0","$100.00"
"2009326","0","$100.00"
"2009327","2","$280.00"
"2009328","0","$100.00"
"2009329","0","$100.00"
"2009330","0","$150.00"
"2009331","0","$70.00"
"2009332","0","$35.00"
"2009334","0","$100.00"
"2009336","0","$75.00"
"2009337","0","$75.00"
"2009338","0","$75.00"
"2009339","0","$50.00"
"2009340","0","$35.00"
"2009341","0","$50.00"
"2009342","0","$50.00"
"2009343","0","$35.00"
"2009345","0","$100.00"
"2009346","0","$75.00"
"2009347","2","$145.00"
"2009348","0","$100.00"
"2009350","0","$75.00"
"2009351","0","$75.00"
"2009352","0","$150.00"
"2009353","1","$475.00"
"2009354","0","$100.00"
"2009356","0","$35.00"
"2009357","4","$350.00"
"2009358","0","$100.00"
"2009359","0","$100.00"
"2009360","0","$100.00"
"2009361","0","$50.00"
"2009362","0","$50.00"
"2009363","0","$100.00"
"2009364","0","$50.00"
"2009365","0","$100.00"
"2009366","0","$50.00"
"2009368","0","$100.00"
"2009369","0","$100.00"
"2009370","0","$100.00"
"2009371","0","$185.00"
"2009372","0","$75.00"
"2009373","0","$75.00"
"2009374","0","$100.00"
"2009375","0","$100.00"
"2009376","0","$50.00"
"2009377","0","$35.00"
"2009378","0","$95.00"
"2009379","0","$100.00"
"2009380","0","$100.00"
"2009381","1","$570.00"
"2009383","0","$50.00"
"2009384","0","$35.00"
"2009385","0","$50.00"
"2009386","0","$50.00"
"2009393","0","$100.00"
"2009394","3","$675.00"
"2009395","0","$70.00"
"2009396","12","$485.00"
"2009397","0","$95.00"
"2009398","0","$765.00"
"2009399","0","$75.00"
"2009400","0","$450.00"
"2009402","0","$100.00"
"2009403","0","$75.00"
"2009404","0","$70.00"
"2009405","0","$75.00"
"2009406","0","$50.00"
"2009408","10","$740.00"
"2009409","0","$50.00"
"2009410","0","$50.00"
"2009411","0","$75.00"
"2009412","0","$50.00"
"2009413","0","$50.00"
"2009414","0","$35.00"
"2009415","0","$100.00"
"2009416","0","$50.00"
"2009417","0","$310.00"
"2009418","0","$100.00"
"2009419","0","$100.00"
"2009421","0","$100.00"
"2009422","0","$100.00"
"2009423","0","$200.00"
"2009424","0","$190.00"
"2009425","0","$75.00"
"2009426","11","$430.00"
"2009427","0","$75.00"
"2009428","0","$75.00"
"2009429","0","$100.00"
"2009430","0","$100.00"
"2009431","0","$50.00"
"2009432","1","$120.00"
"2009434","0","$35.00"
"2009435","0","$95.00"
"2009436","0","$700.00"
"2009437","0","$75.00"
"2009438","0","$265.00"
"2009439","0","$75.00"
"2009440","1","$255.00"
"2009441","0","$75.00"
"2009443","0","$100.00"
"2009444","0","$100.00"
"2009445","1","$500.00"
"2009446","0","$100.00"
"2009447","0","$100.00"
"2009448","0","$100.00"
"2009449","0","$100.00"
"2009450","0","$100.00"
"2009451","0","$100.00"
"2009452","0","$100.00"
"2009453","0","$75.00"
"2009454","0","$75.00"
"2009455","0","$50.00"
"2009456","2","$110.00"
"2009457","0","$50.00"
"2009459","0","$75.00"
"2009460","0","$75.00"
"2009461","0","$50.00"
"2009462","0","$75.00"
"2009463","0","$50.00"
"2009464","0","$175.00"
"2009465","0","$100.00"
"2009466","0","$165.00"
"2009467","0","$35.00"
"2009468","0","$75.00"
"2009469","8","$2,275.00"
"2009470","0","$70.00"
"2009471","0","$35.00"
"2009472","0","$35.00"
"2009473","1","$500.00"
"2009475","0","$75.00"
"2009476","0","$255.00"
"2009478","0","$35.00"
"2009479","5","$560.00"
"2009480","0","$100.00"
"2009481","0","$50.00"
"2009482","0","$35.00"
"2009483","0","$75.00"
"2009484","0","$100.00"
"2009485","0","$150.00"
"2009486","5","$290.00"
"2009487","0","$100.00"
"2009488","0","$100.00"
"2009489","0","$100.00"
"2009490","0","$100.00"
"2009491","0","$190.00"
"2009492","0","$275.00"
"2009495","0","$210.00"
"2009496","0","$75.00"
"2009497","0","$75.00"
"2009498","0","$35.00"
"2009500","0","$570.00"
"2009504","1","$577.50"
"2009505","0","$0.00"
"2009508","0","$110.00"
"2009509","0","$75.00"
"2009510","0","$35.00"
"2009511","0","$50.00"
"2009512","4","$535.00"
"2009513","0","$50.00"
"2009514","0","$35.00"
"2009515","2","$280.00"
"2009516","0","$50.00"
"2009517","0","$50.00"
"2009518","5","$705.00"
"2009520","0","$0.00"
"2009523","0","$75.00"
"2009524","0","$75.00"
"2009525","0","$75.00"
"2009526","0","$75.00"
"2009527","0","$50.00"
"2009528","0","$10.00"
"2009529","1","$190.00"
"2009530","0","$50.00"
"2009531","8","$605.00"
"2009532","0","$75.00"
"2009533","21","$455.00"
"2009534","0","$50.00"
"2009535","0","$75.00"
"2009539","0","$60.00"
"2009544","0","$100.00"
"2009545","0","$75.00"
"2009546","0","$50.00"
"2009547","0","$75.00"
"2009548","0","$50.00"
"2009549","0","$125.00"
"2009550","0","$50.00"
"2009551","0","$50.00"
"2009552","0","$100.00"
"2009553","0","$75.00"
"2009554","0","$50.00"
"2009555","0","$35.00"
"2009556","2","$285.00"
"2009557","0","$50.00"
"2009558","0","$100.00"
"2009559","0","$35.00"
"2009560","0","$95.00"
"2009561","0","$100.00"
"2009562","0","$100.00"
"2009563","0","$100.00"
"2009564","0","$100.00"
"2009565","0","$100.00"
"2009566","0","$100.00"
"2009567","0","$50.00"
"2009568","0","$100.00"
"2009569","0","$160.00"
"2009570","0","$50.00"
"2009571","0","$75.00"
"2009572","0","$635.00"
"2009573","0","$75.00"
"2009574","0","$75.00"
"2009575","0","$75.00"
"2009576","0","$75.00"
"2009577","0","$75.00"
"2009578","0","$75.00"
"2009579","0","$75.00"
"2009581","0","$75.00"
"2009582","0","$100.00"
"2009583","0","$100.00"
"2009584","0","$50.00"
"2009585","0","$50.00"
"2009586","0","$75.00"
"2009587","0","$100.00"
"2009588","0","$100.00"
"2009589","0","$100.00"
"2009590","0","$100.00"
"2009591","0","$100.00"
"2009592","0","$75.00"
"2009593","0","$75.00"
"2009594","1","$70.00"
"2009596","0","$75.00"
"2009597","0","$50.00"
"2009598","0","$75.00"
"2009599","0","$35.00"
"2009600","0","$50.00"
"2009601","0","$35.00"
"2009602","3","$1,535.00"
"2009653","0","$0.00"
"2009661","0","$425.00"
"2009682","0","$0.00"
"2009746","0","$0.00"
"2009812","0","$500.00"
"20091105","1","$200.00"
"20091177","2","$300.00"
"20091434","0","$0.00"
"20091435","0","$100.00"
"20091436","0","$75.00"
"20091437","0","$50.00"
"20091438","0","$50.00"
"20091439","0","$50.00"
"20091440","7","$630.00"
"20091441","0","$50.00"
"20091442","0","$50.00"
"20091443","1","$1,275.00"
"20091444","0","$75.00"
"20091445","10","$1,875.00"
"20091446","0","$50.00"
"20091447","0","$100.00"
"20091448","0","$75.00"
"20091449","0","$100.00"
"20091450","0","$50.00"
"20091451","0","$50.00"
"20091452","0","$50.00"
"20091453","0","$75.00"
"20091454","0","$50.00"
"20091455","0","$50.00"
"20091456","0","$110.00"
"20091457","0","$50.00"
"20091459","0","$50.00"
"20091460","0","$35.00"
"20091461","0","$50.00"
"20091462","0","$175.00"
"20091463","0","$35.00"
"20091464","2","$120.00"
"20091465","0","$50.00"
"20091466","0","$75.00"
"20091467","0","$330.00"
"20091468","0","$50.00"
"20091469","0","$225.00"
"20091470","0","$100.00"
"20091471","0","$100.00"
"20091472","0","$100.00"
"20091473","0","$50.00"
"20091474","0","$35.00"
"20091475","3","$140.00"
"20091476","0","$100.00"
"20091477","0","$100.00"
"20091478","0","$100.00"
"20091479","0","$50.00"
"20091481","0","$100.00"
"20091482","0","$100.00"
"20091483","0","$50.00"
"20091484","0","$325.00"
"20091485","0","$75.00"
"20091488","0","$150.00"
"20091489","0","$75.00"
"20091491","0","$75.00"
"20091492","0","$35.00"
"20091493","10","$8,965.00"
"20091494","0","$150.00"
"20091495","0","$75.00"
"20091496","0","$225.00"
"20091497","0","$75.00"
"20091498","0","$50.00"
"20091499","0","$75.00"
"20091500","0","$118.00"
"20091501","0","$50.00"
"20091502","0","$50.00"
"20091503","0","$50.00"
"20091504","0","$75.00"
"20091505","0","$0.00"
"20091507","0","$75.00"
"20091508","0","$50.00"
"20091509","0","$75.00"
"20091510","0","$75.00"
"20091512","0","$75.00"
"20091513","0","$75.00"
"20091514","0","$75.00"
"20091515","0","$75.00"
"20091516","0","$75.00"
"20091517","1","$145.00"
"20091518","0","$50.00"
"20091519","0","$50.00"
"20091606","0","$35.00"
"20091607","0","$50.00"
"20091608","0","$400.00"
"20091609","0","$50.00"
"20093354","0","$0.00"
"20091711","0","$35.00"
"20091712","0","$75.00"
"20091713","0","$50.00"
"20091714","0","$50.00"
"20091715","0","$100.00"
"20091716","0","$100.00"
"20091717","0","$100.00"
"20091718","0","$275.00"
"20091719","0","$75.00"
"20091720","0","$50.00"
"20091721","0","$100.00"
"20091722","0","$75.00"
"20091723","0","$75.00"
"20091724","0","$75.00"
"20091725","0","$75.00"
"20091726","0","$50.00"
"20091727","0","$50.00"
"20091728","0","$50.00"
"20091729","0","$50.00"
"20091730","2","$590.00"
"20091731","0","$75.00"
"20091732","0","$50.00"
"20091733","0","$50.00"
"20091734","1","$120.00"
"20091735","0","$50.00"
"20091736","0","$50.00"
"20091737","0","$50.00"
"20091738","0","$100.00"
"20091739","0","$75.00"
"20091740","0","$75.00"
"20091741","0","$75.00"
"20091742","0","$75.00"
"20091743","1","$165.00"
"20091744","0","$35.00"
"20091746","0","$50.00"
"20091749","0","$50.00"
"20091750","0","$35.00"
"20091751","0","$100.00"
"20091752","0","$75.00"
"20091753","0","$110.00"
"20091754","0","$75.00"
"20091755","0","$100.00"
"20091756","0","$100.00"
"20091757","0","$100.00"
"20091758","0","$50.00"
"20091759","0","$50.00"
"20091760","0","$50.00"
"20091761","1","$220.00"
"20091762","0","$100.00"
"20091763","2","$560.00"
"20091764","0","$50.00"
"20091765","0","$135.00"
"20091766","0","$50.00"
"20091767","0","$100.00"
"20091768","5","$265.00"
"20091769","0","$100.00"
"20091770","0","$75.00"
"20091771","0","$255.00"
"20091772","0","$50.00"
"20091773","0","$35.00"
"20091775","0","$50.00"
"20091776","0","$110.00"
"20091777","0","$50.00"
"20091778","0","$50.00"
"20091779","0","$35.00"
"20091780","0","$35.00"
"20091781","0","$520.00"
"20091782","0","$50.00"
"20091783","0","$50.00"
"20091784","0","$925.00"
"20091785","0","$35.00"
"20091786","0","$50.00"
"20091787","0","$75.00"
"20091788","0","$75.00"
"20091789","0","$75.00"
"20091790","0","$35.00"
"20091791","0","$75.00"
"20091792","0","$35.00"
"20091793","0","$50.00"
"20091795","0","$35.00"
"20091796","0","$100.00"
"20091798","0","$100.00"
"20091799","0","$75.00"
"20091800","0","$75.00"
"20091801","0","$75.00"
"20091802","1","$200.00"
"20091803","3","$355.00"
"20091804","0","$75.00"
"20091805","0","$75.00"
"20091806","0","$165.00"
"20091807","0","$75.00"
"20091808","0","$75.00"
"20091809","0","$50.00"
"20091810","0","$50.00"
"20091811","0","$50.00"
"20091812","0","$50.00"
"20091813","0","$50.00"
"20091814","0","$70.00"
"20091815","0","$35.00"
"20091816","0","$35.00"
"20091817","0","$100.00"
"20091818","5","$460.00"
"20091819","0","$75.00"
"20091821","4","$585.00"
"20091822","0","$100.00"
"20091823","0","$100.00"
"20091824","0","$70.00"
"20091825","0","$50.00"
"20091826","0","$145.00"
"20091827","0","$35.00"
"20091828","0","$75.00"
"20091830","4","$160.00"
"20091831","0","$50.00"
"20091832","0","$70.00"
"20091833","0","$50.00"
"20091834","0","$50.00"
"20091835","1","$352.50"
"20091836","0","$75.00"
"20091837","0","$75.00"
"20091838","0","$50.00"
"20091839","0","$35.00"
"20091840","0","$50.00"
"20091841","0","$75.00"
"20091842","0","$75.00"
"20091843","0","$75.00"
"20091844","0","$50.00"
"20091845","0","$50.00"
"20091846","0","$50.00"
"20091848","0","$135.00"
"20091849","1","$825.00"
"20091850","0","$100.00"
"20091851","0","$50.00"
"20091852","0","$50.00"
"20091853","0","$530.00"
"20091854","0","$50.00"
"20091855","0","$50.00"
"20091857","0","$50.00"
"20091858","0","$50.00"
"20091859","0","$50.00"
"20091860","0","$50.00"
"20091861","0","$75.00"
"20091862","0","$75.00"
"20091863","0","$75.00"
"20091864","0","$75.00"
"20091865","0","$165.00"
"20091866","0","$40.00"
"20091867","0","$75.00"
"20091868","0","$75.00"
"20091869","0","$75.00"
"20091870","0","$550.00"
"20091871","0","$75.00"
"20091872","0","$50.00"
"20091873","1","$420.00"
"20091874","0","$75.00"
"20091875","0","$75.00"
"20091876","2","$245.00"
"20091877","0","$75.00"
"20091878","0","$50.00"
"20091879","0","$125.00"
"20091880","0","$100.00"
"20091881","0","$35.00"
"20091882","0","$75.00"
"20091883","0","$75.00"
"20091884","0","$75.00"
"20091885","0","$75.00"
"20091886","0","$75.00"
"20091887","0","$75.00"
"20091888","2","$345.00"
"20091889","0","$110.00"
"20091890","0","$50.00"
"20091892","0","$50.00"
"20091893","0","$50.00"
"20091894","7","$515.00"
"20091895","5","$420.00"
"20091896","0","$75.00"
"20091897","0","$75.00"
"20091898","0","$75.00"
"20091899","0","$50.00"
"20091900","0","$75.00"
"20091901","0","$75.00"
"20091902","4","$695.00"
"20091903","0","$75.00"
"20091904","0","$50.00"
"20091905","0","$100.00"
"20091906","0","$50.00"
"20091908","0","$160.00"
"20091909","0","$75.00"
"20091910","0","$35.00"
"20091911","0","$75.00"
"20091912","10","$1,150.00"
"20091914","0","$50.00"
"20091915","0","$35.00"
"20091916","0","$135.00"
"20091917","0","$75.00"
"20091918","0","$50.00"
"20091919","0","$50.00"
"20091920","0","$75.00"
"20091921","0","$50.00"
"20091922","0","$50.00"
"20091924","1","$312.00"
"20091925","5","$655.00"
"20091926","0","$35.00"
"20091927","0","$520.00"
"20091928","0","$145.00"
"20091929","4","$155.00"
"20091930","0","$50.00"
"20091931","0","$50.00"
"20091932","0","$35.00"
"20091933","0","$50.00"
"20091934","0","$50.00"
"20091935","11","$1,097.50"
"20091936","0","$50.00"
"20091937","0","$75.00"
"20091938","2","$275.00"
"20091939","0","$75.00"
"20091940","0","$75.00"
"20091941","0","$185.00"
"20091942","0","$195.00"
"20091943","0","$100.00"
"20091944","0","$75.00"
"20091945","0","$50.00"
"20091947","0","$50.00"
"20091948","0","$120.00"
"20091949","0","$75.00"
"20091950","0","$75.00"
"20091951","0","$50.00"
"20091952","0","$75.00"
"20091953","0","$75.00"
"20091954","0","$50.00"
"20091955","0","$35.00"
"20091956","0","$35.00"
"20091957","0","$35.00"
"20091958","0","$50.00"
"20091959","0","$50.00"
"20091960","0","$50.00"
"20091961","0","$50.00"
"20091962","3","$140.00"
"20091963","2","$560.00"
"20091964","0","$35.00"
"20091966","0","$75.00"
"20091967","0","$35.00"
"20091968","0","$35.00"
"20091969","0","$50.00"
"20091970","0","$50.00"
"20091971","0","$75.00"
"20091972","0","$50.00"
"20091973","0","$50.00"
"20091974","0","$100.00"
"20091975","0","$50.00"
"20091976","0","$50.00"
"20091977","0","$75.00"
"20091978","0","$75.00"
"20091979","0","$75.00"
"20091980","0","$75.00"
"20091981","0","$50.00"
"20091982","0","$75.00"
"20091983","0","$255.00"
"20091984","0","$75.00"
"20091985","0","$75.00"
"20091986","1","$2,075.00"
"20091987","0","$100.00"
"20091988","0","$110.00"
"20091989","0","$50.00"
"20091990","0","$35.00"
"20091991","0","$35.00"
"20091992","0","$75.00"
"20091993","0","$75.00"
"20091994","0","$35.00"
"20091996","1","$685.00"
"20092006","0","$35.00"
"20092007","4","$570.00"
"20092008","0","$35.00"
"20092009","0","$50.00"
"20092011","0","$75.00"
"20092012","1","$140.00"
"20092013","0","$50.00"
"20092014","0","$50.00"
"20092015","0","$50.00"
"20092016","0","$50.00"
"20092017","0","$140.00"
"20092018","0","$165.00"
"20092019","0","$70.00"
"20092020","1","$110.00"
"20092021","0","$75.00"
"20092022","2","$220.00"
"20092023","0","$35.00"
"20092024","8","$280.00"
"20092025","0","$170.00"
"20092026","0","$75.00"
"20092028","0","$50.00"
"20092029","0","$35.00"
"20092030","0","$75.00"
"20092031","0","$150.00"
"20092032","0","$75.00"
"20092033","3","$495.00"
"20092034","0","$150.00"
"20092035","0","$50.00"
"20092036","0","$50.00"
"20092037","0","$50.00"
"20092038","0","$50.00"
"20092039","1","$255.00"
"20092040","0","$75.00"
"20092041","0","$75.00"
"20092042","0","$50.00"
"20092043","0","$75.00"
"20092044","0","$75.00"
"20092045","0","$75.00"
"20092046","0","$75.00"
"20092048","0","$75.00"
"20092049","0","$75.00"
"20092050","3","$725.00"
"20092051","8","$417.00"
"20092052","0","$50.00"
"20092053","0","$35.00"
"20092054","0","$75.00"
"20092055","0","$75.00"
"20092068","0","$50.00"
"20092069","2","$1,620.00"
"20092070","0","$35.00"
"20092071","0","$35.00"
"20092072","0","$75.00"
"20092073","0","$50.00"
"20092074","0","$75.00"
"20092075","0","$50.00"
"20092076","0","$50.00"
"20092077","0","$35.00"
"20092078","0","$655.00"
"20092079","0","$75.00"
"20092080","0","$75.00"
"20092082","0","$35.00"
"20092083","0","$50.00"
"20092084","0","$35.00"
"20092085","0","$150.00"
"20092086","0","$50.00"
"20092087","0","$50.00"
"20092088","0","$75.00"
"20092089","0","$195.00"
"20092090","0","$50.00"
"20092091","0","$75.00"
"20092092","0","$75.00"
"20092093","0","$75.00"
"20092094","0","$75.00"
"20092095","0","$50.00"
"20092096","0","$75.00"
"20092097","0","$75.00"
"20092098","0","$75.00"
"20092099","38","$435.00"
"20092101","0","$125.00"
"20092102","0","$50.00"
"20092103","0","$50.00"
"20092104","0","$50.00"
"20092105","0","$50.00"
"20092106","0","$75.00"
"20092107","0","$75.00"
"20092108","0","$75.00"
"20092109","0","$35.00"
"20092110","0","$135.00"
"20092111","0","$35.00"
"20092112","0","$35.00"
"20092113","0","$50.00"
"20092114","0","$50.00"
"20092115","0","$50.00"
"20092116","0","$75.00"
"20092117","0","$35.00"
"20092118","0","$35.00"
"20092119","0","$100.00"
"20092120","0","$450.00"
"20092122","3","$0.00"
"20092123","0","$0.00"
"20092124","0","$0.00"
"20092126","0","$0.00"
"20092127","0","$0.00"
"20092128","0","$0.00"
"20092129","0","$0.00"
"20092131","0","$0.00"
"20092132","0","$90.00"
"20092133","0","$0.00"
"20092134","0","$75.00"
"20092135","0","$50.00"
"20092137","0","$0.00"
"20092138","3","$170.00"
"20092139","0","$100.00"
"20092140","6","$1,125.00"
"20092141","0","$75.00"
"20092142","0","$75.00"
"20092143","0","$50.00"
"20092144","0","$110.00"
"20092145","0","$335.00"
"20092146","0","$50.00"
"20092147","0","$50.00"
"20092148","0","$50.00"
"20092149","0","$50.00"
"20092150","0","$50.00"
"20092151","0","$50.00"
"20092152","0","$50.00"
"20092154","0","$50.00"
"20092155","0","$50.00"
"20092156","0","$50.00"
"20092157","0","$50.00"
"20092158","0","$40.00"
"20092159","0","$50.00"
"20092160","0","$50.00"
"20092161","0","$50.00"
"20092162","0","$120.00"
"20092163","0","$75.00"
"20092164","0","$120.00"
"20092165","0","$75.00"
"20092166","1","$240.00"
"20092167","0","$50.00"
"20092168","0","$75.00"
"20092169","0","$75.00"
"20092170","0","$75.00"
"20092171","0","$75.00"
"20092172","0","$75.00"
"20092173","0","$75.00"
"20092174","0","$75.00"
"20092175","0","$75.00"
"20092176","0","$75.00"
"20092177","0","$75.00"
"20092178","0","$75.00"
"20092179","0","$35.00"
"20092180","0","$35.00"
"20092181","0","$70.00"
"20092182","0","$35.00"
"20092183","1","$760.00"
"20092184","0","$50.00"
"20092185","0","$150.00"
"20092186","0","$75.00"
"20092187","0","$50.00"
"20092188","0","$110.00"
"20092189","0","$135.00"
"20092316","0","$70.00"
"20092410","0","$0.00"
"20092360","1","$540.00"
"20092361","0","$50.00"
"20092362","0","$50.00"
"20092363","2","$110.00"
"20092364","0","$50.00"
"20092365","0","$50.00"
"20092366","0","$35.00"
"20092367","0","$35.00"
"20092368","2","$470.00"
"20092369","0","$85.00"
"20092370","0","$35.00"
"20092371","0","$35.00"
"20092372","0","$75.00"
"20092373","0","$50.00"
"20092374","0","$75.00"
"20092375","0","$50.00"
"20092376","0","$75.00"
"20092377","0","$35.00"
"20092379","0","$75.00"
"20092380","0","$50.00"
"20092381","0","$75.00"
"20092382","7","$1,395.00"
"20092383","0","$230.00"
"20092384","2","$240.00"
"20092385","5","$1,050.00"
"20092386","3","$337.50"
"20092387","4","$435.00"
"20092388","0","$100.00"
"20092390","0","$50.00"
"20092391","0","$285.00"
"20092392","14","$1,170.00"
"20092394","0","$50.00"
"20092395","3","$270.00"
"20092396","0","$35.00"
"20092397","0","$40.00"
"20092398","0","$50.00"
"20092399","0","$50.00"
"20092400","0","$50.00"
"20092401","0","$50.00"
"20092402","0","$50.00"
"20092403","2","$120.00"
"20092404","0","$50.00"
"20092405","0","$50.00"
"20092406","0","$50.00"
"20092407","0","$75.00"
"20092408","0","$35.00"
"20092409","0","$0.00"
"20092411","0","$35.00"
"20092412","0","$75.00"
"20092413","0","$35.00"
"20092414","0","$75.00"
"20092415","0","$75.00"
"20092416","0","$50.00"
"20092417","0","$140.00"
"20092419","0","$75.00"
"20092426","0","$75.00"
"20092427","0","$75.00"
"20092428","0","$75.00"
"20092429","0","$75.00"
"20092430","0","$75.00"
"20092431","0","$75.00"
"20092432","1","$385.00"
"20092433","0","$75.00"
"20092435","0","$35.00"
"20092436","0","$160.00"
"20092437","0","$35.00"
"20092438","0","$50.00"
"20092439","0","$160.00"
"20092440","0","$50.00"
"20092441","0","$70.00"
"20092445","0","$0.00"
"20092446","0","$50.00"
"20092447","0","$50.00"
"20092448","0","$35.00"
"20092449","0","$50.00"
"20092450","7","$535.00"
"20092451","0","$50.00"
"20092452","0","$35.00"
"20092453","0","$50.00"
"20092454","1","$230.00"
"20092455","0","$50.00"
"20092456","0","$50.00"
"20092457","0","$50.00"
"20092458","0","$75.00"
"20092461","0","$50.00"
"20092462","0","$155.00"
"20092463","0","$50.00"
"20092464","0","$50.00"
"20092465","0","$50.00"
"20092466","0","$50.00"
"20092467","0","$50.00"
"20092468","0","$50.00"
"20092469","0","$75.00"
"20092470","0","$50.00"
"20092471","0","$35.00"
"20092472","0","$35.00"
"20092473","0","$35.00"
"20092474","0","$100.00"
"20092475","0","$35.00"
"20092476","0","$35.00"
"20092477","0","$120.00"
"20092478","0","$75.00"
"20092479","0","$35.00"
"20092480","0","$50.00"
"20092481","0","$50.00"
"20092482","0","$75.00"
"20092483","0","$165.00"
"20092484","0","$50.00"
"20092485","0","$75.00"
"20092486","0","$150.00"
"20092487","0","$50.00"
"20092488","0","$35.00"
"20092489","0","$75.00"
"20092490","0","$35.00"
"20092491","0","$75.00"
"20092492","0","$35.00"
"20092494","0","$1,250.00"
"20092495","0","$70.00"
"20092496","0","$150.00"
"20092497","0","$35.00"
"20092498","0","$50.00"
"20092499","0","$35.00"
"20092500","0","$70.00"
"20092501","0","$165.00"
"20092502","0","$75.00"
"20092503","0","$50.00"
"20092504","0","$50.00"
"20092505","0","$35.00"
"20092506","0","$75.00"
"20092507","0","$75.00"
"20092508","0","$75.00"
"20092509","0","$100.00"
"20092510","0","$50.00"
"20092511","0","$50.00"
"20092512","1","$2,310.00"
"20092513","0","$75.00"
"20092514","0","$75.00"
"20092515","0","$75.00"
"20092517","0","$35.00"
"20092518","0","$75.00"
"20092522","2","$110.00"
"20092524","0","$35.00"
"20092525","0","$35.00"
"20092526","0","$50.00"
"20092527","5","$135.00"
"20092533","0","$110.00"
"20092534","0","$50.00"
"20092535","0","$50.00"
"20092536","0","$50.00"
"20092537","0","$50.00"
"20092538","0","$50.00"
"20092539","0","$120.00"
"20092540","0","$35.00"
"20092541","0","$35.00"
"20092542","0","$35.00"
"20092543","0","$50.00"
"20092544","0","$75.00"
"20092545","0","$360.00"
"20092547","0","$75.00"
"20092548","0","$330.00"
"20092549","0","$75.00"
"20092550","0","$50.00"
"20092551","0","$50.00"
"20092552","2","$95.00"
"20092553","0","$50.00"
"20092554","0","$50.00"
"20092555","0","$400.00"
"20092556","0","$50.00"
"20092557","0","$50.00"
"20092558","0","$75.00"
"20092559","0","$35.00"
"20092560","0","$35.00"
"20092569","4","$540.00"
"20092594","1","$130.00"
"20092595","0","$50.00"
"20092596","0","$100.00"
"20092597","0","$590.00"
"20092598","0","$75.00"
"20092599","0","$75.00"
"20092600","0","$50.00"
"20092601","0","$50.00"
"20092602","0","$50.00"
